Geo Point;Geo Shape;OBJID;ID;Fusswegtyp;Strassenkategorie;Bemerkung
47.5731860313,7.64605535521;"{""type"": ""LineString"", ""coordinates"": [[7.646059915941482, 47.57350610154146], [7.646089840368221, 47.5734876830837], [7.646103101436216, 47.57346994186831], [7.646104464879699, 47.57345488399361], [7.646069406923709, 47.57325384746841], [7.64602703225197, 47.57300650642327], [7.645997374403412, 47.57284742480913]]}";445;445;Trottoir;Zone40;
47.5694680805,7.64493862425;"{""type"": ""LineString"", ""coordinates"": [[7.645020487731094, 47.56988235510007], [7.64504328206422, 47.56986942669589], [7.64505744326102, 47.56983718612577], [7.644975509118159, 47.569578321672154], [7.644903233321744, 47.56934940705356], [7.644864698626642, 47.56923366337076], [7.644825168880335, 47.56910455678307], [7.644815521824368, 47.56907042476384], [7.64479606377053, 47.56904566357983]]}";447;447;Trottoir;Zone40;
47.5697172591,7.64255709709;"{""type"": ""LineString"", ""coordinates"": [[7.642365259319469, 47.5692626721858], [7.642392011448032, 47.56927683541219], [7.642414917002154, 47.56929290303933], [7.642462000305633, 47.56940750834157], [7.642647036254036, 47.56999348381666], [7.642682703572013, 47.570111166871115], [7.642708755716479, 47.57019923251461]]}";449;449;Trottoir;Zone30;
47.5699667464,7.64523932535;"{""type"": ""LineString"", ""coordinates"": [[7.644946752810921, 47.569032823345324], [7.644955435648197, 47.5690650234163], [7.644996903021398, 47.56920025124126], [7.645067234367559, 47.569417729267556], [7.64510197062483, 47.56953734690888], [7.645140513549168, 47.569655024133645], [7.645174205938501, 47.56975209637452], [7.645211829786131, 47.569879434437965], [7.6452465192268, 47.569986811667064], [7.645278364087479, 47.570097413678965], [7.645314961643699, 47.570206712144454], [7.645408947998132, 47.570505657817044], [7.645513052292428, 47.57083632417531], [7.645530369523143, 47.57088106404382], [7.645545644337859, 47.57089263876529]]}";451;451;Trottoir;Zone40;
47.5670433965,7.58126631369;"{""type"": ""LineString"", ""coordinates"": [[7.581222675320771, 47.56702403249235], [7.581309952053104, 47.56706276054118]]}";1212;1212;Trottoir;Zone50;
47.5630536842,7.56773127367;"{""type"": ""LineString"", ""coordinates"": [[7.5672784035369, 47.56227420883833], [7.56770750247154, 47.562679423328106], [7.56827051127325, 47.56321777425521], [7.5682603194039, 47.56325603582008], [7.567663339835675, 47.56353488181311], [7.567603382255504, 47.56352799595553], [7.567200004004616, 47.56314014669684], [7.567181103011148, 47.56311002960011], [7.567199836756398, 47.56307059853037]]}";1225;1225;Trottoir;Zone30;
47.5719600221,7.57803114653;"{""type"": ""LineString"", ""coordinates"": [[7.577371614191994, 47.57174434770576], [7.578113778440901, 47.571987047562246], [7.578385030461633, 47.572075742370366], [7.578690680574697, 47.57217569130947]]}";1320;1320;Fussweg_Park;andere;
47.5724581056,7.57681362321;"{""type"": ""LineString"", ""coordinates"": [[7.577120788444398, 47.57298729360254], [7.57708645565189, 47.57300095977745], [7.577041978895467, 47.572992720383084], [7.576571810598956, 47.57256899144476], [7.576559498435846, 47.572551369395576], [7.576553130748532, 47.57245801353105], [7.576791556303957, 47.57218697665483], [7.577104918425427, 47.57184323534246]]}";1329;1329;Trottoir;Zone50;
47.5684115706,7.57290691513;"{""type"": ""LineString"", ""coordinates"": [[7.571924958833143, 47.57204533041335], [7.572242184786487, 47.57139557882322], [7.572510598287961, 47.57084442602338], [7.572727317330653, 47.5704655340171], [7.573033838442965, 47.56983653161138], [7.573148117213217, 47.56956357637427], [7.573407331472993, 47.569023835714454], [7.573519620108478, 47.56856934465176], [7.573603223053011, 47.568291225940904], [7.573662338549186, 47.568030781112256], [7.573716858340342, 47.567766186462364], [7.573755827355746, 47.567416547396114], [7.573755019468971, 47.56709703826522], [7.573720553537159, 47.56680454017571], [7.573677039177533, 47.566570142821114], [7.57361518121855, 47.56635443757614], [7.573533386206239, 47.566131497420734], [7.573419674507532, 47.56601440495859], [7.57305707453004, 47.56627832073652], [7.572712255985458, 47.56652305833862], [7.57261643050947, 47.56659107984075], [7.571831503573424, 47.567144893107994], [7.571635938231342, 47.56727448152634], [7.571263447744177, 47.567533240442074]]}";1334;1334;Trottoir;Zone50;
47.5621699968,7.58071568788;"{""type"": ""LineString"", ""coordinates"": [[7.580668957764991, 47.562153132042134], [7.580762417999368, 47.562186861518235]]}";1339;1339;Trottoir;Zone50;
47.5545928279,7.61737793847;"{""type"": ""LineString"", ""coordinates"": [[7.617364694463417, 47.555318065550146], [7.617337447151032, 47.55505277388814], [7.617303592431668, 47.55491302705077], [7.617257157389826, 47.55469418150388], [7.617260168196243, 47.55454187676577], [7.617288108888799, 47.55449067746033], [7.617386086145751, 47.554354883376114], [7.61747530659196, 47.55423458089409], [7.617506760857134, 47.55417742227098], [7.617564260617974, 47.55403098763486], [7.61760600646204, 47.55390123360374]]}";1603;1603;Fussweg_Park;Fussgaengerzone;
47.5560494738,7.61639439282;"{""type"": ""LineString"", ""coordinates"": [[7.616091518698374, 47.55598686301982], [7.616697266943387, 47.55611208451091]]}";1615;1615;Strasse;Begegnungszone;
47.5567902137,7.61532122041;"{""type"": ""LineString"", ""coordinates"": [[7.613843933181298, 47.55693675879686], [7.61431264973057, 47.55705267444808], [7.614833412065347, 47.557205365802204], [7.615069203730728, 47.55728234594234], [7.61525920760109, 47.55733798096958], [7.615366430613244, 47.5573390054604], [7.61547002240399, 47.55730672255989], [7.61553494753711, 47.55727331113977], [7.615589276056163, 47.55722563372928], [7.615753292091664, 47.55686487932681], [7.615894617589734, 47.55654937072139], [7.615938249737298, 47.556457685052905], [7.615915216146562, 47.55640299320743], [7.615913127060839, 47.55639003640669], [7.615909844256595, 47.556369688567706], [7.615993534011752, 47.55618627766314], [7.616000577411714, 47.55617085166087], [7.616068679906588, 47.556038683793965], [7.616091518698374, 47.55598686301982], [7.616133227109504, 47.555892239235945], [7.616183846872411, 47.555788644077516], [7.616196923406954, 47.55575769465396], [7.616230929343964, 47.55567614148793], [7.616272838188638, 47.55559398266607]]}";1619;1619;Trottoir;Zone30;
47.5309521502,7.59008475912;"{""type"": ""LineString"", ""coordinates"": [[7.588737758131639, 47.53019604530372], [7.588746254688872, 47.530218878654956], [7.588761040140657, 47.5302302817521], [7.58880746507309, 47.530244504101155], [7.588910749164453, 47.53023865984249], [7.589304859589045, 47.530202454327735], [7.589608280325158, 47.53015066182862], [7.589833721943274, 47.53010753188473], [7.589863258049376, 47.53011320462069], [7.589892821309972, 47.530133159498405], [7.589911898533213, 47.530168831193706], [7.589922773785662, 47.530285889608294], [7.58992374394311, 47.5306285528119], [7.589920293140317, 47.53090125881766], [7.589901874477334, 47.53109831926127], [7.589847813096291, 47.53136109879656], [7.589766107639409, 47.53154109910486], [7.589671721844302, 47.53171255367295], [7.589602427685959, 47.5318111617262], [7.589600360570071, 47.531826867603385], [7.58960675955675, 47.53184970359738], [7.58963210190405, 47.53186538294527], [7.589841089515474, 47.53196505113528], [7.59003748004628, 47.532080447508754], [7.590060682796772, 47.53208612842271], [7.59008386531202, 47.53208466827088], [7.590109143127719, 47.5320774943189], [7.590205931245992, 47.53200883557514], [7.590304788957487, 47.531930181927365], [7.590386793235692, 47.53185583120329], [7.590472971556746, 47.53176434176299], [7.590531784883007, 47.53168859113945], [7.590601056871429, 47.531582850457184], [7.590666065012653, 47.531462833115796], [7.590718410321825, 47.53133569117544], [7.590743500743535, 47.531262844486534], [7.590772796657074, 47.531188562281216], [7.590787367330083, 47.53112429143004], [7.59081237623177, 47.53102288946024], [7.590833142892325, 47.530910070876786], [7.590843337053648, 47.530787264975125], [7.590853489423293, 47.53065446699056], [7.590846863367235, 47.53054739525532], [7.590837979502718, 47.53038892679426], [7.590816144703306, 47.5301219648171], [7.590798474906798, 47.52983928516697]]}";3081;3081;Trottoir;Zone30;
47.5680229907,7.61247654317;"{""type"": ""LineString"", ""coordinates"": [[7.613950498900788, 47.568902175928656], [7.613849659913188, 47.568841071568315], [7.613525533306614, 47.568644659599556], [7.613226415420338, 47.568463408586204], [7.613184685002992, 47.56843811788375], [7.612908257671506, 47.5682743697528], [7.612187738432145, 47.567847525155216], [7.611056006210166, 47.5671888161516], [7.610988159639374, 47.56720281183279]]}";4307;4307;Fussweg_Park;andere;
47.5696236844,7.61532796681;"{""type"": ""LineString"", ""coordinates"": [[7.616650985042882, 47.57040629610665], [7.616608624379674, 47.57031653180536], [7.616372606480665, 47.570173757530526], [7.615086864298997, 47.56948928647464], [7.613950498900788, 47.568902175928656]]}";4308;4308;Fussweg_Park;andere;
47.5724313745,7.61038046942;"{""type"": ""LineString"", ""coordinates"": [[7.610579205525597, 47.5727753166068], [7.610578825059154, 47.57274798535396], [7.610168098170027, 47.572091449036726]]}";4310;4310;Trottoir;Zone30;
47.567206545,7.62431023538;"{""type"": ""LineString"", ""coordinates"": [[7.625768029154822, 47.56789929916924], [7.622852441604848, 47.56651379090227]]}";4311;4311;Trottoir;Begegnungszone;
47.5662802697,7.62216786114;"{""type"": ""LineString"", ""coordinates"": [[7.622710735197471, 47.56654136487649], [7.621624987075021, 47.566019174532805]]}";4313;4313;Trottoir;Zone30;
47.5700362901,7.61628305768;"{""type"": ""LineString"", ""coordinates"": [[7.615933993736569, 47.56985118355785], [7.616632121623496, 47.570221396550984]]}";4320;4320;OeV_Station;Zone50;
47.5686972115,7.61286184173;"{""type"": ""LineString"", ""coordinates"": [[7.612983769570031, 47.56892628208854], [7.612928968330817, 47.56891093091258], [7.612965066535812, 47.56879046024014], [7.612873693173364, 47.56875045807172], [7.612768541623825, 47.56868269488781], [7.612763882706203, 47.5686518174841], [7.61284980041556, 47.56841704334851]]}";4326;4326;Strasse;Zone30;
47.5768965148,7.6441505858;"{""type"": ""LineString"", ""coordinates"": [[7.644033775140046, 47.576809883642966], [7.644102253788843, 47.576858922256946], [7.644266219701184, 47.57698473313671]]}";469;469;Trottoir;Zone30;
47.5769516735,7.64445895296;"{""type"": ""LineString"", ""coordinates"": [[7.644526978893993, 47.57693669561449], [7.644390927029047, 47.57696665131251]]}";471;471;Trottoir;Zone30;
47.5770992053,7.64590706037;"{""type"": ""LineString"", ""coordinates"": [[7.646113594549712, 47.57738778045885], [7.646078317099955, 47.5773768890315], [7.646062058312804, 47.57735888567529], [7.645830140370045, 47.57697272329626], [7.645756363654789, 47.576857042945655], [7.645734303730544, 47.57681342685965], [7.64573799228266, 47.57678442466188]]}";476;476;Trottoir;Zone30;
47.576263364,7.64547554914;"{""type"": ""LineString"", ""coordinates"": [[7.645662819101392, 47.57667181357536], [7.645606182813641, 47.57655464565304], [7.645448696997504, 47.576212005380896], [7.645313223804682, 47.57589702632432], [7.645315022759246, 47.57586738893413], [7.645323514520847, 47.57584997107249]]}";478;478;Trottoir;Zone30;
47.5756874753,7.64590327834;"{""type"": ""LineString"", ""coordinates"": [[7.646505003397748, 47.57557711209046], [7.64649221850826, 47.575594366828064], [7.646285730695299, 47.575627913108555], [7.64582922865456, 47.57569887738835], [7.645700536239783, 47.57572004370553], [7.645550430346965, 47.575744152908904], [7.645361307534803, 47.5757729989436], [7.645330622153575, 47.57577723550287], [7.645292988131178, 47.57577182517206]]}";480;480;Trottoir;Zone30;
47.5749414904,7.64564993087;"{""type"": ""LineString"", ""coordinates"": [[7.644973141668918, 47.57505360810286], [7.64500973155335, 47.575036635097916], [7.645457427831873, 47.57496496118053], [7.645883954780724, 47.57489768516458], [7.646055467379021, 47.57486967008408], [7.646106141823752, 47.57486216896656], [7.64612621855842, 47.5748846893514], [7.646135774692034, 47.57489497908369], [7.646220717852852, 47.57488548317432], [7.646321704112117, 47.574886571130605]]}";482;482;Trottoir;Zone30;
47.5804858655,7.64750713257;"{""type"": ""LineString"", ""coordinates"": [[7.64609372391806, 47.58005099655065], [7.646120349642215, 47.58004128089603], [7.646170846223779, 47.580048277890654], [7.646787714150058, 47.58025012764817], [7.647094232078307, 47.58035009240139], [7.647141280882316, 47.58036585498397], [7.647403636694384, 47.5804537475639], [7.64768728159644, 47.58054698852506], [7.648139691694139, 47.58069306876068], [7.648496261093884, 47.58080695184023], [7.648790860513297, 47.580899684685455], [7.648844742207751, 47.58091875290252], [7.64891215306891, 47.58096082944479]]}";484;484;Trottoir;Zone30;
47.5753912457,7.64763412936;"{""type"": ""LineString"", ""coordinates"": [[7.647839343784018, 47.576105133042574], [7.647811684976244, 47.57609486699622], [7.647795370366592, 47.57606268992523], [7.647758805972968, 47.575964175830606], [7.647726987809683, 47.575862595341135], [7.647693140284524, 47.57572815555112], [7.647672787805323, 47.57563558410581], [7.647649438233678, 47.57551079365206], [7.647628045579672, 47.57539695398672], [7.647606668145711, 47.57528697257806], [7.64758809527943, 47.575163468611386], [7.647560987959102, 47.57504963917919], [7.64754723893158, 47.57494287278701], [7.647520098959625, 47.57482066127571], [7.64749679624456, 47.57470425279103], [7.647489960934348, 47.574662543325644], [7.647492765375251, 47.57464901178213]]}";489;489;Trottoir;Zone30;
47.5719135448,7.64659931205;"{""type"": ""LineString"", ""coordinates"": [[7.647113386146858, 47.57331697056454], [7.647119928578434, 47.57328732461962], [7.647061540353679, 47.57296335036597], [7.647013983551048, 47.57273438405746], [7.64699258079363, 47.57261732443864], [7.64697215764405, 47.57250605499874], [7.64693323539012, 47.57228948446734], [7.646902278385483, 47.57216584053794], [7.646865671148126, 47.572055247568144], [7.646820484605207, 47.57194273628407], [7.646761963615314, 47.571828962725604], [7.646690093172761, 47.57171005960831], [7.646615388369672, 47.57159695345008], [7.646546481407379, 47.571505106984944], [7.646427912495223, 47.571372751586885], [7.646313248698088, 47.57126359284399], [7.646109320821805, 47.571093534904655], [7.646005314524668, 47.57103509032344], [7.645924748861854, 47.57100334217764], [7.645848498851577, 47.57098093074874], [7.645680863538743, 47.57096383526999], [7.645618514053678, 47.57096523227132], [7.645559348869803, 47.57098925173259]]}";496;496;Trottoir;Zone30;
47.5732854951,7.64863221654;"{""type"": ""LineString"", ""coordinates"": [[7.649887960487765, 47.57360608815541], [7.649889781806783, 47.57358610985266], [7.649884942212736, 47.573565505088354], [7.649783580090459, 47.573455516267686], [7.649655609931509, 47.57335523483297], [7.649592635961858, 47.573323781128785], [7.64948398391474, 47.573292401161844], [7.649274363117415, 47.57325347829779], [7.649124294487923, 47.57322427747167], [7.648902365289662, 47.57319826416165], [7.64886522008011, 47.57319511152328], [7.648789044405443, 47.57319266791076], [7.648619571755865, 47.57319362135591], [7.648539617975943, 47.57319698532996], [7.648484865323311, 47.5731977226204], [7.648242165622027, 47.57321943007117], [7.647992382036139, 47.57325466728059], [7.647677932740555, 47.57330806147009], [7.647413906923599, 47.57335492487658], [7.647304002423367, 47.57336994358722], [7.647268866796648, 47.57339126767179]]}";501;501;Trottoir;Zone30;
47.5785783517,7.65150652573;"{""type"": ""LineString"", ""coordinates"": [[7.650722554274001, 47.578532921895686], [7.650793047994707, 47.57854180508418], [7.65089019413649, 47.578548076428646], [7.651153103181539, 47.578572077461224], [7.651612249115748, 47.57862278094685], [7.651637041997873, 47.57863047013933], [7.651652346118038, 47.57864848344992], [7.651919067658054, 47.57867504795934], [7.651955231566325, 47.578671123392795], [7.651991333532822, 47.57865172980048], [7.652053566535635, 47.57849955956201], [7.65209312163684, 47.57838995299558], [7.652084414497708, 47.578356467506644], [7.652066237215895, 47.57833460123126]]}";508;508;Trottoir;Zone30;
