Geo Point,Geo Shape,OBJID,ID,Strassenkategorie,Bewertung,Bemerkung,Tram,Konfliktgrün,Lichtsignalanlage,Vortritt-Typ,lat,long
"47.5720063414,7.65892263054","{""type"": ""LineString"", ""coordinates"": [[7.658896340211084, 47.57197187779049], [7.658948920874883, 47.57204080491304]]}",3150,3150,Zone50,0.5,,Nein,Nein,Nein,ohne,47.5720063414,7.65892263054
"47.5696684908,7.6614044916","{""type"": ""LineString"", ""coordinates"": [[7.661351423905652, 47.56968354896577], [7.661457559287756, 47.56965343265761]]}",3157,3157,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5696684908,7.6614044916
"47.5699615299,7.66070508074","{""type"": ""LineString"", ""coordinates"": [[7.660670298732438, 47.569933535938894], [7.660739862748387, 47.569989523913556]]}",3158,3158,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5699615299,7.66070508074
"47.5700304667,7.66066264922","{""type"": ""LineString"", ""coordinates"": [[7.660601574414354, 47.57005676398375], [7.660723724027441, 47.57000416950047]]}",3160,3160,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5700304667,7.66066264922
"47.5708960605,7.66501756782","{""type"": ""LineString"", ""coordinates"": [[7.665061564044711, 47.570866569933294], [7.664973571602899, 47.570925551018924]]}",3163,3163,Zone40,0.3,,Nein,Nein,Nein,Fussgaengerstreifen,47.5708960605,7.66501756782
"47.5706326512,7.6772026952","{""type"": ""LineString"", ""coordinates"": [[7.677159931142315, 47.570637487545554], [7.677245459266577, 47.570627814757394]]}",3196,3196,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5706326512,7.6772026952
"47.5703183374,7.66098056998","{""type"": ""LineString"", ""coordinates"": [[7.660959772701984, 47.57029462920977], [7.661001367248303, 47.57034204549787]]}",3199,3199,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5703183374,7.66098056998
"47.5741075468,7.65443818011","{""type"": ""LineString"", ""coordinates"": [[7.654397035753956, 47.57412463920101], [7.654479324465924, 47.574090454458364]]}",3201,3201,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5741075468,7.65443818011
"47.5759208746,7.65120964934","{""type"": ""LineString"", ""coordinates"": [[7.651201829617096, 47.57598966815232], [7.651217469064708, 47.57585208113116]]}",3203,3203,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5759208746,7.65120964934
"47.5774725096,7.65114102909","{""type"": ""LineString"", ""coordinates"": [[7.651117378889833, 47.577506238614944], [7.651164679286164, 47.57743878057249]]}",3206,3206,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5774725096,7.65114102909
"47.5785580522,7.65058569174","{""type"": ""LineString"", ""coordinates"": [[7.650580261579473, 47.57859132523422], [7.650591121908081, 47.5785247792136]]}",3208,3208,Zone30,0.1,,Nein,Nein,Nein,Trottoirueberfahrt,47.5785580522,7.65058569174
"47.571613102,7.63118328283","{""type"": ""LineString"", ""coordinates"": [[7.631254249116119, 47.57155206579419], [7.631112316534171, 47.57167413812503]]}",3212,3212,Zone50,0.1,,Nein,Nein,Ja,Fussgaengerstreifen,47.571613102,7.63118328283
"47.5719282094,7.63452320545","{""type"": ""LineString"", ""coordinates"": [[7.634468640000256, 47.57194160743147], [7.634577770903576, 47.57191481145741]]}",3216,3216,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5719282094,7.63452320545
"47.572919569,7.63257157408","{""type"": ""LineString"", ""coordinates"": [[7.632494481984876, 47.57292427075641], [7.632648666182633, 47.572914867337744]]}",3218,3218,Zone50,0.5,,Nein,Nein,Nein,Fussgaengerstreifen,47.572919569,7.63257157408
"47.5725918328,7.63892528048","{""type"": ""LineString"", ""coordinates"": [[7.638866794623448, 47.57259808513227], [7.638983766334683, 47.572585580494255]]}",3224,3224,Zone30,0.1,,Nein,Nein,Nein,ohne,47.5725918328,7.63892528048
"47.5689193964,7.64452934806","{""type"": ""LineString"", ""coordinates"": [[7.644549484255913, 47.56898387264257], [7.644509211869039, 47.56885492014409]]}",3231,3231,Zone50,0.1,,Nein,Nein,Nein,Fussgaengerstreifen,47.5689193964,7.64452934806
